STATE,estuary,DLAT,DLONG,CONDITION,CLASSIFICATION,SUBCLASS,BARRIER_BACKBARRIER,CENTRAL_BASIN,FLUVIAL_BAYHEAD_DELTA,FLOOD_EBB_DELTA,INTERTIDAL_FLATS,MANGROVE,SALTMARSH_SALTFLAT,TIDAL_SANDBANKS,ROCKY_REEF,CORAL,CHANNEL,BEDROCK,FLOODPLAIN,BEDROCK_PERIMETER,PERIMETER,CATCHMENTAREA,WATERAREA,MAXLENGTH,MAXWIDTH,ENTLENGTH,ENTRANCEWIDTH,MEANWAVEHEIGHT,MEANWAVEPERIOD,MAXWAVEHEIGHT,MAXWAVEPERIOD,TIDALRANGE,TIDALTYPE
NT,Nt096,-14.858,135.416,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.88,440,0.2,3.12,,,0.22,0.052,3.067,0.5,6.4,2,Diurnal
NT,Nt104,-15.906,136.793,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,58.92,116,3.62,12.4,,,0.91,0.026,2.946,0.5,8.8,2.3,Diurnal
NT,Nt106,-15.911,136.901,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,55.17,928,12.33,10.18,,,3.56,0.004,3.279,0.2,9.2,2.3,Diurnal
NT,Nt111,-16.139,137.411,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,40.75,437,2.96,12.39,,,1.16,0.199,3.742,1.6,9.4,2.3,Diurnal
NT,Nt112,-16.165,137.501,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,13.17,432,0.86,6.29,,,0.24,0.385,3.613,2.3,9,2.3,Diurnal
NT,Nt113,-16.163,137.515,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,31.98,177,5.04,13.42,,,0.63,0.385,3.613,2.3,9,2.3,Diurnal
NT,Nt114,-16.177,137.578,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,12.35,35,0.79,5.96,,,0.2,0.481,3.78,2.8,9,2.3,Diurnal
NT,Nt115,-16.201,137.635,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,10.82,168,0.69,5.19,,,0.28,0.223,3.836,2,9.3,2.3,Diurnal
NT,Nt117,-16.362,137.819,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,15.21,695,0.76,7.38,,,0.26,0.217,3.777,1.9,9.2,2.5,Diurnal
NT,Nt118,-16.39,137.841,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,10.49,271,0.45,3.83,,,0.24,0.309,3.572,2.2,9.1,2.5,Diurnal
NT,Nt128,-11.267,131.328,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,21.79,237,0.93,9.91,,,0.16,0.637,4.375,2.8,8.3,3,Semi Diurnal
NT,Nt130,-11.398,131.484,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,9.47,50,0.48,4.21,,,0.28,0.642,4.373,2.8,8,2.9,Diurnal
NT,Nungbalgarri Creek,-11.928,134.076,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.81,785,1.21,7.09,,,0.82,0.117,4.473,1,10.7,2.8,Semi Diurnal
NT,Perakery Creek,-11.707,130.151,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,9.4,97,0.25,4.28,,,0.29,0.561,5.443,4.1,12.5,3.8,Semi Diurnal
NT,Peter John River,-12.253,136.362,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,38.67,493,4.38,17.67,,,0.63,0.069,2.653,0.8,7.5,3,Semi Diurnal
NT,Popham Bay,-11.256,131.82,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,15.41,22,11.47,4.56,,,3.7,0.506,3.881,2.9,7.4,2.3,Diurnal
NT,Port Bradshaw,-12.564,136.767,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,92.06,623,62.9,14.38,11.02,,2.18,0.77,4.162,3,7.4,2.1,Semi Diurnal
NT,Port Bremer,-11.183,132.254,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,35.61,319,31.67,11.69,,,4.17,0.687,4.248,3.6,8.6,2.4,Semi Diurnal
NT,Port Essington,-11.17,132.113,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,134.42,698,254.33,30.3,,,7.92,0.369,3.757,2,9,2.6,Semi Diurnal
NT,Port Hurd,-11.648,130.195,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,121.63,221,33.95,18.78,2.94,,1.01,0.111,7.351,1.5,14.8,3.7,Semi Diurnal
NT,Port Keats,-14.085,129.551,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,122.54,322,30.52,18.32,,,3.48,0.061,4.088,1.8,9.3,5.5,Semi Diurnal
NT,Raffles Bay,-11.225,132.397,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,35.36,213,40.59,10.16,,,5.79,0.344,3.455,1.9,9.2,2.1,Semi Diurnal
NT,Reichardt Creek,-12.467,130.89,modified,tide dominated,TIDAL FLAT/CREEK,,,,,0.88378,8.28386,0.95811,0.19061,,,,0.01462,0.01598,,21.58,47,2.49,3.52,,,1.52,0.134,2.991,1.1,7.3,5.5,Semi Diurnal
NT,Reynolds River,-13.251,130.226,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,0,,,,,,,,,,,,
NT,Robinson Inlet,-11.303,131.084,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,39.85,104,5.78,7.67,1.84,,0.56,0.51,4.277,2.8,7.4,3.1,Semi Diurnal
NT,Robinson River,-16.033,137.266,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,66.77,5766,10.15,21.91,,,0.41,0.4,3.712,2.5,8.7,2.3,Diurnal
NT,Roper River,-14.756,135.405,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,,84655,,,,,3.16,0.052,3.067,0.5,6.4,2.1,Diurnal
NT,Rose River,-14.285,135.74,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,52.69,3572,5.47,12.11,,,1.12,0.365,3.289,1.9,6.4,2.2,Diurnal
NT,Rosie Creek,-15.397,136.211,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,71.83,2857,7.04,14.85,,,1.03,0.381,3.529,2.1,6.7,2.1,Diurnal
NT,Saltwater Creek,-11.862,132.644,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,1427,262,0.74,6.74,,,0.47,0.206,3.834,1.6,8.8,2.8,Semi Diurnal
NT,Sampan Creek,-12.267,131.775,extensively modified,river dominated,TIDE-DOMINATED DELTA,,,,1.21299,0.27682,8.84692,5.47286,,,,2.43659,,2.03888,,17.98,7073,0.97,8.58,,,0.26,0.316,3.148,1.7,6.2,3.6,Semi Diurnal
NT,Saunders Creek,-11.591,131.383,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.06,50,0.6,2.28,,,0.66,0.164,3.539,1.1,6.3,3.1,Diurnal
NT,Seven Emu Creek,-16.112,137.353,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,19.97,523,1.53,5.96,0.52,0.73,0.39,0.199,3.742,1.6,9.4,2.3,Diurnal
NT,Shamrock Bay,-11.38,131.933,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,27.36,76,19.52,7.64,,,3.19,0.402,3.837,2.8,7.4,2.8,Semi Diurnal
NT,Shark Creek,-16.085,137.305,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,18.16,83,0.95,6.28,,,0.31,0.4,3.712,2.5,8.7,2.3,Diurnal
NT,Silvio Bay,-11.408,131.993,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,16.91,37,1.07,7.85,,,0.38,0.402,3.837,2.8,7.4,2.9,Semi Diurnal
NT,Slippery Creek,-12.271,135.963,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.58,117,0.38,2.85,,,0.59,0.141,2.42,0.7,6.3,3.8,Semi Diurnal
NT,South Alligator River,-12.218,132.396,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,172.7,13539,105.2,78.52,,,7.35,0.027,2.88,0.6,7.5,3.2,Semi Diurnal
NT,Spillen Creek,-15.039,135.579,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,7.6,56,0.31,3.22,,,0.28,0.248,2.909,1.1,6,2,Diurnal
NT,Tommycut Creek,-12.28,131.699,extensively modified,river dominated,TIDE-DOMINATED DELTA,,,,,3.80203,7.2252,20.05899,,,,2.42389,,5.61099,,11.14,67,0.32,5.03,,,0.11,0.33,3.216,1.7,6.4,3.7,Semi Diurnal
NT,Towns River,-14.904,135.435,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,40.32,4755,2.5,19.45,,,0.53,0.208,2.547,0.8,5.5,2,Diurnal
NT,Trepang Bay,-11.16,131.929,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,62.58,242,82.93,13.12,,,10.89,0.188,4.92,2.6,8.7,2.5,Diurnal
NT,Trial Bay,-12.992,136.496,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,16.53,350,7.36,6.93,2.25,,0.51,0.243,4.207,1.9,8.2,1.5,Diurnal
NT,Tunganapu Creek,-11.758,130.056,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,27.75,60,2.9,5.92,,,0.84,0.653,5.433,4.5,11.6,3.9,Semi Diurnal
NT,Victoria River,-14.883,129.5,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,5.83134,198.90095,522.03361,78.23624,,,566.77191,7.34043,55.24793,62.11071,491.2,81216,637.84,129.35,,,23.82,0.213,3.384,1.7,9,5.3,Semi Diurnal
NT,Walker River,-13.59,135.837,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,46.5,2232,2.85,22.59,,,0.47,0.29,3.048,1,6.6,1.8,Diurnal
NT,Wearyan River,-15.911,136.86,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,83.96,3704,7.56,32.01,,,0.67,0.004,3.279,0.2,9.2,2.3,Diurnal
NT,West Alligator River,-12.221,132.281,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,58.82,2228,9.43,28.02,,,1.45,0.05,2.882,0.7,7.1,3.2,Semi Diurnal
NT,West Arm,-12.547,130.783,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,83.87,179,22.47,14.63,,,3.56,0.18,2.976,1.5,7.3,5.4,Semi Diurnal
NT,Wildman River,-12.304,132.076,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,66.2,2476,4.37,32.31,,,0.53,0.218,2.945,1.5,6.7,3.4,Semi Diurnal
NT,Woods Inlet,-12.48,130.76,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,26.67,80,3.49,7.72,,,0.7,0.18,2.976,1.5,7.3,5.4,Semi Diurnal
NT,Woolen River,-12.235,135.153,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,130.6,1325,36.65,27.91,3.17,,1.55,0.152,2.976,0.9,10.3,3.4,Semi Diurnal
NT,Wurugoij Creek,-11.905,133.887,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,12.91,367,0.62,5.67,,,0.28,0.508,3.98,2,10,2.7,Semi Diurnal
QLD,Accident Inlet,-17.184,140.939,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,56.43,1889,3.8,27.38,,,0.48,0.034,3.482,0.4,10,3.3,Diurnal
QLD,Albert River,-17.566,139.758,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,149.42,20941,21.98,49.88,,,0.73,0.268,2.885,1.9,5.9,3.5,Diurnal
QLD,Alligator Creek,-19.303,146.927,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,2.28556,0.3818,4.90382,5.01612,,,,1.06838,,,1.28889,,149,,,,,,0.186,5.528,1.5,10,2.3,Semi Diurnal
QLD,Althaus Creek,-19.152,146.601,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.04306,,,0.29877,0.06036,0.35778,0.61008,,,,0.13817,,0.09818,,9.32,81,0.29,2.73,,,0.045,0.583,5.512,2.8,12.7,2.5,Diurnal
QLD,Andoom Creek,-12.587,141.88,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,2.38756,2.43559,8.80407,3.83593,,,,1.53084,,,0.03349,26.42,172,1.89,8.34,,,0.77,0.046,3.799,0.7,9.9,2.1,Diurnal
QLD,Annan River,-15.53,145.271,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.35952,,,1.69066,0.1262,4.5125,1.8362,0.83717,,,2.02314,,,1.45581,37.49,992,3.01,13.48,0.74,,0.19,0.797,6.056,2.1,14,2,Semi Diurnal
QLD,Archer Bay,-13.348,141.651,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,257.35,16310,66.12,37.49,,,2.14,0.125,3.666,2.3,11.4,1.7,Diurnal
QLD,Auckland Inlet,-23.833,151.252,extensively modified,tide dominated,TIDAL FLAT/CREEK,,,,,,0.20497,0.11237,,,,1.41956,,,0.00944,19.52,56,1.02,6.97,0.16,0.13,0.18,0.44,6.241,2.1,9.8,3.2,Semi Diurnal
QLD,Baffle Creek,-24.514,152.059,near pristine,river dominated,TIDE-DOMINATED DELTA,0.33673,,,1.78669,2.59902,2.50227,3.38417,0.71651,,,7.59418,,,1.94616,74.83,2652,9.95,19.81,0.84,,0.41,0.863,5.836,2.7,9.1,2.3,Semi Diurnal
QLD,Bakers Creek,-21.216,149.187,modified,tide dominated,TIDE-DOMINATED ESTUARY,0.83576,,,3.55022,1.31018,4.09728,1.91386,1.2603,,,2.2039,,,0.58252,23.29,230,2.14,10.08,,,0.46,0.188,5.776,1.3,9.5,4.7,Semi Diurnal
QLD,Barramundi Creek,-19.411,147.168,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,5.31432,0.72177,16.67631,19.92313,,,,4.65788,,,11.43782,,20,,,,,,0.222,4.911,1.6,9.8,2.4,Semi Diurnal
QLD,Barratta Creek,-19.433,147.253,modified,river dominated,TIDE-DOMINATED DELTA,,,,10.9323,,17.8235,21.879,0.89423,,,2.89012,,,7.03004,,1466,,,,,,0.225,5.094,1.9,9.7,2.4,Semi Diurnal
QLD,Barron River,-16.863,145.765,modified,river dominated,WAVE-DOMINATED DELTA,0.2995,,,1.48121,0.57828,6.45331,0.7164,,,,2.16804,,,,32.57,2159,1.54,11.57,,,0.423,0.371,4.8,1.2,12.2,2,Diurnal
QLD,Basin Creek,-21.749,149.435,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,,11.19868,2.83193,1.34638,0.96193,,,1.05291,,,,18.19,110,1.59,6.62,,,0.88,0.67,4.869,2.6,7.9,5.1,Semi Diurnal
QLD,Bauer Inlet,-15.871,145.363,near pristine,wave dominated,OTHER,,,,,,,,,,,,,,,3.69,63,0.086,1.53,,,0.38,1.099,5.975,2.8,13.7,2,Semi Diurnal
QLD,Beeber Creek,-16.733,139.281,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,2.2,24,0.042,1.03,,,0.056,0.33,2.898,2.4,6,3.6,Diurnal
QLD,Beelbi Creek,-25.249,152.662,largely unmodified,tide dominated,TIDAL FLAT/CREEK,0.14656,,,8.44453,0.13505,1.05181,3.77235,0.28014,,,0.6386,,,0.25347,13.25,155,0.55,6.29,,,0.17,0.345,4.427,1,10.6,2.4,Semi Diurnal
QLD,Bizant River,-14.48,144.031,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,57.37,284,3.98,19.88,,,0.48,0.381,3.336,1.4,7.9,2.1,Semi Diurnal
QLD,Black River,-19.178,146.651,modified,river dominated,WAVE-DOMINATED DELTA,,,,1.80073,0.66833,0.44016,0.13002,0.01482,,,0.31114,,,,13.2,293,0.46,4.37,,,0.3,0.867,5.711,3.9,12.6,2.4,Diurnal
QLD,Blackrock Creek,-20.811,148.828,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,2.54388,11.55242,3.22254,3.22147,0.02874,,6.51615,0.07466,,,35.85,226,6.05,7.58,2.9,,2.95,0.579,4.293,2.2,8,3.6,Semi Diurnal
QLD,Blackwater/Mitchell Creek,-24.439,152.011,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,12.6,268,0.39,5.75,,,0.045,0.475,6.304,2.1,10.2,2.4,Semi Diurnal
QLD,Bloomfield River,-15.922,145.363,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,24.55,591,1.05,8.21,0.39,,0.068,1.099,5.975,2.8,13.7,1.9,Semi Diurnal
QLD,Bluewater Creek,-19.147,146.593,largely unmodified,river dominated,WAVE-DOMINATED DELTA,,,,0.66756,0.05157,0.21445,0.09812,0.00303,,,0.11491,,0.07843,,5.62,150,0.14,2.46,,,0.034,0.583,5.512,2.8,12.7,2.5,Diurnal
QLD,Bohle River,-19.192,146.7,modified,river dominated,TIDE-DOMINATED DELTA,,,,2.24753,1.45786,3.80425,12.88961,0.03166,0.00419,,1.38997,,3.15237,,20.91,305,0.79,8.72,,,0.61,0.867,5.711,3.9,12.6,2.4,Diurnal
QLD,Boyne River,-23.859,151.303,modified,river dominated,TIDE-DOMINATED DELTA,,,,3.61804,3.66483,9.43675,7.90574,0.49403,0.48488,,7.24504,,1.2285,26.36481,50.15,2484,6.6,16.24,1.02,,1.43,0.44,6.241,2.1,9.8,3,Semi Diurnal
QLD,Boyorunga Inlet,-16.71,139.208,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,16.14,158,1.83,6.28,,,0.55,0.14,2.897,1.5,6.8,3.6,Diurnal
QLD,Branch Creek,-19.925,147.986,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,8.9,147,0.5,3.49,0.19,,0.43,0.519,5.47,2.1,11.8,2.4,Semi Diurnal
QLD,Brannigan Creek,-17.212,140.922,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,36.79,783,2.45,16.16,,,0.53,0.034,3.482,0.4,10,3.3,Diurnal
QLD,Breakfast Creek,-13.975,143.628,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,11.83,534,0.4,2.94,0.31,,0.024,0.661,4.765,1.9,9.7,2.1,Semi Diurnal
QLD,Brisbane Airport Floodway/Kedron Brook,-27.348,153.111,extensively modified,tide dominated,TIDAL FLAT/CREEK,,,,,1.22576,1.32728,0.06792,,,,0.95122,,,0.52353,13.71,40,0.84,6.37,0.36,,0.25,0.5,5.857,1.2,9.7,1.8,Semi Diurnal
QLD,Brisbane River,-27.373,153.166,extensively modified,river dominated,TIDE-DOMINATED DELTA,,,,23.50464,9.37042,6.49358,1.48684,,,,14.38054,,,7.64306,123.54,13643,18.67,45.88,1.34,,1.75,0.5,5.857,1.2,9.7,1.8,Semi Diurnal
QLD,Burdekin River,-19.687,147.611,modified,river dominated,TIDE-DOMINATED DELTA,,,,23.524,18.47282,46.04442,25.9366,2.34168,,,39.14407,,,20.12524,234.61,130475,32,69.36,2.52,,3.98,0.483,5.27,2.1,11.4,2.3,Semi Diurnal
QLD,Burnett River,-24.755,152.405,extensively modified,river dominated,TIDE-DOMINATED DELTA,,,,,1.07261,8.67014,0.3241,3.27243,,,7.88696,,3.3705,,72.58,33323,9.87,24.51,,,0.62,0.816,5.637,2.5,9.1,2.3,Semi Diurnal
QLD,Burpengary Creek,-27.162,153.04,modified,tide dominated,TIDAL FLAT/CREEK,,,,1.26237,0.40318,1.95561,1.12272,0.1601,,,0.31936,,,,8.98,108,0.41,2.92,0.62,,0.62,0.092,5.508,0.5,10.1,1.6,Semi Diurnal
QLD,Burrum River,-25.178,152.621,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,36.59107,1.58645,6.68714,1.70989,5.7669,0.18698,,12.97699,,,,112.14,2368,12.51,21.61,2,,0.96,0.345,4.427,1,10.6,2.4,Semi Diurnal
QLD,Caboolture River,-27.153,153.044,modified,river dominated,TIDE-DOMINATED DELTA,,,,3.30352,0.70685,2.39389,1.0859,0.54118,,,1.62305,,,2.65982,20,354,1.77,7.85,0.36,,0.37,0.092,5.508,0.5,10.1,1.6,Semi Diurnal
QLD,Calliope River,-23.823,151.218,modified,river dominated,TIDE-DOMINATED DELTA,,,,,1.92632,7.09872,6.5443,0.67579,,,4.93455,0.15499,3.1864,,50.22,1834,5.1,17.79,0.53,,0.63,0.44,6.241,2.1,9.8,3.2,Semi Diurnal
QLD,Canoe Passage,-22.267,150.463,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,,56,,,,,,0.512,4.361,1.6,8.5,5.2,Semi Diurnal
QLD,Cape Creek,-21.551,149.446,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,3.94714,3.0273,12.87073,9.72574,5.11301,0.01519,,3.64727,,1.78006,,32.06,51,5.06,6.58,,,1.84,0.242,5.292,1.8,8.7,4.9,Semi Diurnal
QLD,Carmila Creek,-21.906,149.464,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,0.98598,2.42181,1.96618,0.44041,0.12293,,,0.3197,,0.13439,,9.43,150,0.36,3.04,,,0.31,0.606,4.731,2.2,7.7,5.7,Semi Diurnal
QLD,Castrades Inlet,-21.37,149.312,largely unmodified,wave dominated,WAVE-DOMINATED ESTUARY,0.85599,,,,0.27145,1.64536,0.66575,0.11737,0.01992,,0.39498,,,,12.91,45,0.75,4.82,,,0.25,0.727,4.926,2.9,8.7,5.2,Semi Diurnal
QLD,Cattle Creek,-18.861,146.275,modified,tide dominated,TIDE-DOMINATED ESTUARY,,,,2.84344,0.42517,16.63393,14.23772,0.06811,,,1.59041,,,,27.85,513,1.9,8.28,,,0.61,0.605,5.609,2.3,12.6,2.3,Semi Diurnal
QLD,Causeway Lake,-23.201,150.793,modified,wave dominated,WAVE-DOMINATED ESTUARY,,0.6263,,0.34254,0.70202,0.56718,3.60169,,,,0.38711,,0.0886,0.21134,11.7,32,0.88,2.82,0.83,0.51,0.044,0.181,6.621,1.5,10,3.6,Semi Diurnal
QLD,Cawarral Creek,-23.316,150.793,largely unmodified,tide dominated,TIDAL FLAT/CREEK,0.35824,,,6.83063,2.81174,13.46149,15.37944,,0.03819,,6.29677,,,1.08427,45.02,169,5.61,11.45,1.26,,1.06,0.789,5.629,3.1,8.6,3.7,Semi Diurnal
QLD,Channon Creek,-17.414,139.495,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,12.83,50,0.51,4.2,,,0.076,0.051,2.725,1,5.4,3.6,Diurnal
QLD,Chapman River,-14.919,141.62,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,17.83,339,0.48,8.44,,,0.18,0.101,3.435,1,10.7,2,Diurnal
QLD,Chester River,-13.702,143.545,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.91,233,0.2,2.71,,,0.12,0.946,5.173,2.5,10,2,Semi Diurnal
QLD,Clairview Creek,-22.188,149.556,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,10.65506,17.18077,,0.33461,,3.31319,,1.81925,0.60617,59.72,264,3.54,0.72,,,0.72,0.35,3.675,1,7.9,6.2,Semi Diurnal
QLD,Claudie River,-12.84,143.358,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,16.92,379,0.73,6.8,,,0.32,0.545,5.742,1.4,13,2.1,Diurnal
QLD,Cliffdale Creek,-16.833,138.757,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,4.29,2869,0.065,2.07,,,0.076,0.048,3.871,0.7,10.7,3.5,Diurnal
QLD,Coconut Creek,-21.544,149.406,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,1.24403,1.8148,4.92056,4.18533,0.58022,,,0.69852,,1.0665,,15.39,16,0.85,3.88,,,0.86,0.105,5.515,0.7,9.7,4.9,Semi Diurnal
QLD,Colloseum Inlet,-23.988,151.435,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,184.61,475,46,13.75,,,3.15,0.429,4.897,1.4,9.9,2.8,Semi Diurnal
QLD,Constant Creek,-20.982,149.031,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,0.0854,,,,5.93149,8.35651,3.92403,2.90229,,,3.75111,,,3.5577,25.11,139,3.05,9.77,1.6,,1.35,0.17,5.084,1.2,9.5,4.1,Semi Diurnal
QLD,Coombabah Lake,-27.87,153.4,extensively modified,tide dominated,TIDE-DOMINATED ESTUARY,,0.84792,,0.10732,1.17481,3.3677,0.91229,0.2439,,,1.66569,,,0.34161,34.62,,4.647,9.37,1.47,7.03,0.47,,,,,,
QLD,Coomera River,-27.831,153.396,extensively modified,river dominated,TIDE-DOMINATED DELTA,,,,,0.88049,4.57788,0.76189,,,,4.08228,,0.14103,0.84515,45.29,,3.62,16.68,0.36,0,0.23,,,,,,
QLD,Coonar Creek,-24.968,152.49,largely unmodified,wave dominated,STRANDPLAIN,0.1175,,,0.27552,0.17521,0.3079,0.25313,0.04931,,,,,0.04133,0.10039,5.83,62,0.41,2.36,,,0.58,0.152,5.885,0.9,10,2.3,Semi Diurnal
QLD,Cooper Creek,-16.177,145.441,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,7.44,29,0.19,2.81,,,0.21,1.055,5.783,2.6,13.2,1.9,Diurnal
QLD,Coral Creek,-18.243,146.23,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,9.02,16,8.216,6.72,,,0.79,1.02,6.14,3.8,13.3,2.3,Diurnal
QLD,Corio Bay,-22.952,150.785,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,1.53906,,,5.64617,3.84713,16.94062,5.70204,8.75532,,,4.37309,,,1.30215,65.12,514,13.44,17.86,2.18,,1.95,0.717,6.202,3.2,9.9,3.7,Semi Diurnal
QLD,Cowal Creek,-10.91,142.322,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,11.82,219,0.35,5.13,,,0.34,0.415,3.154,2.6,7.6,2.7,Diurnal
QLD,Crocodile Creek,-19.301,146.952,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,,131,,,,,,0.186,5.528,1.5,10,2.3,Semi Diurnal
QLD,Crystal Creek,-18.928,146.324,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.02253,,,0.08435,0.02885,0.11464,0.05264,,,,0.10042,,,,10.85,119,0.31,5,,,0.19,0.847,5.89,3.3,13.2,2.4,Diurnal
QLD,Crystal Creek,-11.087,142.151,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,30.15,353,2.64,9.44,,,0.15,0.555,3.554,3.4,8.5,3.1,Diurnal
QLD,Currimundi Creek,-26.766,153.135,modified,wave dominated,STRANDPLAIN,0.0761,,,0.06079,0.01666,,,,,,0.54327,,,,8.88,9,0.32,3.24,0.13,,0.17,1.24,6.553,3.2,9.3,1.4,Semi Diurnal
